2.441406250000000000e-03,2.441406250000000000e-03
2.197265625000000000e-03,2.197265625000000000e-03
1.739501953125000000e-03,1.739501953125000000e-03
1.220703125000000000e-03,1.220703125000000000e-03
6.713867187500000000e-04,6.713867187500000000e-04
3.662109375000000000e-04,3.662109375000000000e-04
5.798339843750000000e-04,5.798339843750000000e-04
1.037597656250000000e-03,1.037597656250000000e-03
1.312255859375000000e-03,1.312255859375000000e-03
9.460449218750000000e-04,9.460449218750000000e-04
6.713867187500000000e-04,6.713867187500000000e-04
5.493164062500000000e-04,5.493164062500000000e-04
-7.934570312500000000e-04,-7.934570312500000000e-04
-2.349853515625000000e-03,-2.349853515625000000e-03
-3.051757812500000000e-03,-3.051757812500000000e-03
-3.540039062500000000e-03,-3.540039062500000000e-03
-3.875732421875000000e-03,-3.875732421875000000e-03
-3.997802734375000000e-03,-3.997802734375000000e-03
-3.479003906250000000e-03,-3.479003906250000000e-03
-3.204345703125000000e-03,-3.204345703125000000e-03
-3.417968750000000000e-03,-3.417968750000000000e-03
-3.479003906250000000e-03,-3.479003906250000000e-03
-3.936767578125000000e-03,-3.936767578125000000e-03
-4.180908203125000000e-03,-4.180908203125000000e-03
-4.302978515625000000e-03,-4.302978515625000000e-03
-4.394531250000000000e-03,-4.394531250000000000e-03
-3.509521484375000000e-03,-3.509521484375000000e-03
-2.166748046875000000e-03,-2.166748046875000000e-03
-9.155273437500000000e-04,-9.155273437500000000e-04
1.831054687500000000e-04,1.831054687500000000e-04
1.159667968750000000e-03,1.159667968750000000e-03
1.983642578125000000e-03,1.983642578125000000e-03
2.349853515625000000e-03,2.349853515625000000e-03
2.319335937500000000e-03,2.319335937500000000e-03
2.349853515625000000e-03,2.349853515625000000e-03
2.349853515625000000e-03,2.349853515625000000e-03
2.166748046875000000e-03,2.166748046875000000e-03
1.983642578125000000e-03,1.983642578125000000e-03
1.678466796875000000e-03,1.678466796875000000e-03
1.068115234375000000e-03,1.068115234375000000e-03
6.103515625000000000e-04,6.103515625000000000e-04
2.441406250000000000e-04,2.441406250000000000e-04
-9.155273437500000000e-05,-9.155273437500000000e-05
3.051757812500000000e-05,3.051757812500000000e-05
5.493164062500000000e-04,5.493164062500000000e-04
8.850097656250000000e-04,8.850097656250000000e-04
9.460449218750000000e-04,9.460449218750000000e-04
1.342773437500000000e-03,1.342773437500000000e-03
2.044677734375000000e-03,2.044677734375000000e-03
3.173828125000000000e-03,3.173828125000000000e-03
4.486083984375000000e-03,4.486083984375000000e-03
4.852294921875000000e-03,4.852294921875000000e-03
4.699707031250000000e-03,4.699707031250000000e-03
4.272460937500000000e-03,4.272460937500000000e-03
3.448486328125000000e-03,3.448486328125000000e-03
3.356933593750000000e-03,3.356933593750000000e-03
3.540039062500000000e-03,3.540039062500000000e-03
2.868652343750000000e-03,2.868652343750000000e-03
2.471923828125000000e-03,2.471923828125000000e-03
2.655029296875000000e-03,2.655029296875000000e-03
2.471923828125000000e-03,2.471923828125000000e-03
1.953125000000000000e-03,1.953125000000000000e-03
1.556396484375000000e-03,1.556396484375000000e-03
1.312255859375000000e-03,1.312255859375000000e-03
1.037597656250000000e-03,1.037597656250000000e-03
9.765625000000000000e-04,9.765625000000000000e-04
1.281738281250000000e-03,1.281738281250000000e-03
9.765625000000000000e-04,9.765625000000000000e-04
6.408691406250000000e-04,6.408691406250000000e-04
1.251220703125000000e-03,1.251220703125000000e-03
1.647949218750000000e-03,1.647949218750000000e-03
1.953125000000000000e-03,1.953125000000000000e-03
2.441406250000000000e-03,2.441406250000000000e-03
2.838134765625000000e-03,2.838134765625000000e-03
3.906250000000000000e-03,3.906250000000000000e-03
4.302978515625000000e-03,4.302978515625000000e-03
3.997802734375000000e-03,3.997802734375000000e-03
4.577636718750000000e-03,4.577636718750000000e-03
5.249023437500000000e-03,5.249023437500000000e-03
5.157470703125000000e-03,5.157470703125000000e-03
4.486083984375000000e-03,4.486083984375000000e-03
3.662109375000000000e-03,3.662109375000000000e-03
3.356933593750000000e-03,3.356933593750000000e-03
3.051757812500000000e-03,3.051757812500000000e-03
1.892089843750000000e-03,1.892089843750000000e-03
7.934570312500000000e-04,7.934570312500000000e-04
1.068115234375000000e-03,1.068115234375000000e-03
1.892089843750000000e-03,1.892089843750000000e-03
2.319335937500000000e-03,2.319335937500000000e-03
2.380371093750000000e-03,2.380371093750000000e-03
2.288818359375000000e-03,2.288818359375000000e-03
2.777099609375000000e-03,2.777099609375000000e-03
3.265380859375000000e-03,3.265380859375000000e-03
3.662109375000000000e-03,3.662109375000000000e-03
4.333496093750000000e-03,4.333496093750000000e-03
4.791259765625000000e-03,4.791259765625000000e-03
5.401611328125000000e-03,5.401611328125000000e-03
6.134033203125000000e-03,6.134033203125000000e-03
6.652832031250000000e-03,6.652832031250000000e-03
7.019042968750000000e-03,7.019042968750000000e-03
6.713867187500000000e-03,6.713867187500000000e-03
6.439208984375000000e-03,6.439208984375000000e-03
6.500244140625000000e-03,6.500244140625000000e-03
6.011962890625000000e-03,6.011962890625000000e-03
4.669189453125000000e-03,4.669189453125000000e-03
2.716064453125000000e-03,2.716064453125000000e-03
8.544921875000000000e-04,8.544921875000000000e-04
-5.493164062500000000e-04,-5.493164062500000000e-04
-1.586914062500000000e-03,-1.586914062500000000e-03
-2.685546875000000000e-03,-2.685546875000000000e-03
-3.143310546875000000e-03,-3.143310546875000000e-03
-2.624511718750000000e-03,-2.624511718750000000e-03
-2.075195312500000000e-03,-2.075195312500000000e-03
-2.197265625000000000e-03,-2.197265625000000000e-03
-2.075195312500000000e-03,-2.075195312500000000e-03
-6.713867187500000000e-04,-6.713867187500000000e-04
1.007080078125000000e-03,1.007080078125000000e-03
2.075195312500000000e-03,2.075195312500000000e-03
2.716064453125000000e-03,2.716064453125000000e-03
2.838134765625000000e-03,2.838134765625000000e-03
2.593994140625000000e-03,2.593994140625000000e-03
2.258300781250000000e-03,2.258300781250000000e-03
1.770019531250000000e-03,1.770019531250000000e-03
9.460449218750000000e-04,9.460449218750000000e-04
9.155273437500000000e-05,9.155273437500000000e-05
-5.493164062500000000e-04,-5.493164062500000000e-04
-1.556396484375000000e-03,-1.556396484375000000e-03
-2.960205078125000000e-03,-2.960205078125000000e-03
-4.119873046875000000e-03,-4.119873046875000000e-03
-4.821777343750000000e-03,-4.821777343750000000e-03
-5.554199218750000000e-03,-5.554199218750000000e-03
-6.866455078125000000e-03,-6.866455078125000000e-03
-8.087158203125000000e-03,-8.087158203125000000e-03
-9.033203125000000000e-03,-9.033203125000000000e-03
-1.031494140625000000e-02,-1.031494140625000000e-02
-1.141357421875000000e-02,-1.141357421875000000e-02
-1.171875000000000000e-02,-1.171875000000000000e-02
-1.217651367187500000e-02,-1.217651367187500000e-02
-1.275634765625000000e-02,-1.275634765625000000e-02
-1.284790039062500000e-02,-1.284790039062500000e-02
-1.306152343750000000e-02,-1.306152343750000000e-02
-1.284790039062500000e-02,-1.284790039062500000e-02
-1.220703125000000000e-02,-1.220703125000000000e-02
-1.193237304687500000e-02,-1.193237304687500000e-02
-1.132202148437500000e-02,-1.132202148437500000e-02
-1.022338867187500000e-02,-1.022338867187500000e-02
-9.735107421875000000e-03,-9.735107421875000000e-03
-9.857177734375000000e-03,-9.857177734375000000e-03
-9.613037109375000000e-03,-9.613037109375000000e-03
-8.819580078125000000e-03,-8.819580078125000000e-03
-8.697509765625000000e-03,-8.697509765625000000e-03
-9.124755859375000000e-03,-9.124755859375000000e-03
-9.124755859375000000e-03,-9.124755859375000000e-03
-9.063720703125000000e-03,-9.063720703125000000e-03
-9.155273437500000000e-03,-9.155273437500000000e-03
-9.216308593750000000e-03,-9.216308593750000000e-03
-9.338378906250000000e-03,-9.338378906250000000e-03
-8.880615234375000000e-03,-8.880615234375000000e-03
-7.904052734375000000e-03,-7.904052734375000000e-03
-8.026123046875000000e-03,-8.026123046875000000e-03
-9.033203125000000000e-03,-9.033203125000000000e-03
-9.277343750000000000e-03,-9.277343750000000000e-03
-8.880615234375000000e-03,-8.880615234375000000e-03
-8.422851562500000000e-03,-8.422851562500000000e-03
-7.843017578125000000e-03,-7.843017578125000000e-03
-7.507324218750000000e-03,-7.507324218750000000e-03
-7.415771484375000000e-03,-7.415771484375000000e-03
-7.385253906250000000e-03,-7.385253906250000000e-03
-7.354736328125000000e-03,-7.354736328125000000e-03
-7.354736328125000000e-03,-7.354736328125000000e-03
-7.446289062500000000e-03,-7.446289062500000000e-03
-8.056640625000000000e-03,-8.056640625000000000e-03
-9.429931640625000000e-03,-9.429931640625000000e-03
-1.068115234375000000e-02,-1.068115234375000000e-02
-1.119995117187500000e-02,-1.119995117187500000e-02
-1.129150390625000000e-02,-1.129150390625000000e-02
-1.119995117187500000e-02,-1.119995117187500000e-02
-1.113891601562500000e-02,-1.113891601562500000e-02
-1.080322265625000000e-02,-1.080322265625000000e-02
-1.034545898437500000e-02,-1.034545898437500000e-02
-1.083374023437500000e-02,-1.083374023437500000e-02
-1.123046875000000000e-02,-1.123046875000000000e-02
-1.126098632812500000e-02,-1.126098632812500000e-02
-1.171875000000000000e-02,-1.171875000000000000e-02
-1.196289062500000000e-02,-1.196289062500000000e-02
-1.181030273437500000e-02,-1.181030273437500000e-02
-1.141357421875000000e-02,-1.141357421875000000e-02
-1.049804687500000000e-02,-1.049804687500000000e-02
-9.216308593750000000e-03,-9.216308593750000000e-03
-7.995605468750000000e-03,-7.995605468750000000e-03
-7.354736328125000000e-03,-7.354736328125000000e-03
-6.347656250000000000e-03,-6.347656250000000000e-03
-5.187988281250000000e-03,-5.187988281250000000e-03
-4.913330078125000000e-03,-4.913330078125000000e-03
-4.302978515625000000e-03,-4.302978515625000000e-03
-3.173828125000000000e-03,-3.173828125000000000e-03
-2.441406250000000000e-03,-2.441406250000000000e-03
-2.044677734375000000e-03,-2.044677734375000000e-03
-1.861572265625000000e-03,-1.861572265625000000e-03
-1.708984375000000000e-03,-1.708984375000000000e-03
-1.556396484375000000e-03,-1.556396484375000000e-03
-1.190185546875000000e-03,-1.190185546875000000e-03
-7.934570312500000000e-04,-7.934570312500000000e-04
